"match_id","team1","team2","start_date","venue","city","toss_winner","toss_decision","winner","innings_1_total","innings_2_total","daily_temperature_2m_mean","daily_relative_humidity_2m_mean","daily_rain_sum","daily_cloud_cover_mean","daily_sunset","innings_1_over_2_score","innings_1_over_4_score","innings_1_over_6_score","innings_1_over_8_score","innings_1_over_10_score","innings_1_over_12_score","innings_1_over_14_score","innings_1_over_16_score","innings_1_over_18_score","innings_1_over_20_score","innings_2_over_2_score","innings_2_over_4_score","innings_2_over_6_score","innings_2_over_8_score","innings_2_over_10_score","innings_2_over_12_score","innings_2_over_14_score","innings_2_over_16_score","innings_2_over_18_score","innings_2_over_20_score","innings_1_over_2_wickets","innings_1_over_4_wickets","innings_1_over_6_wickets","innings_1_over_8_wickets","innings_1_over_10_wickets","innings_1_over_12_wickets","innings_1_over_14_wickets","innings_1_over_16_wickets","innings_1_over_18_wickets","innings_1_over_20_wickets","innings_2_over_2_wickets","innings_2_over_4_wickets","innings_2_over_6_wickets","innings_2_over_8_wickets","innings_2_over_10_wickets","innings_2_over_12_wickets","innings_2_over_14_wickets","innings_2_over_16_wickets","innings_2_over_18_wickets","innings_2_over_20_wickets","team_1_win"
"1283025","Lesotho","Seychelles",2021-10-17,"Gahanga International Cricket Stadium. Rwanda","Kigali City","Seychelles","field","Seychelles",131,132,20,77,3.3,43,"2021-10-17T17:49",9,26,36,51,61,68,74,90,107,131,16,29,57,66,78,96,109,126,NA,NA,0,0,0,0,2,3,5,5,8,8,0,0,1,2,2,2,2,4,NA,NA,FALSE
"1283030","Lesotho","Uganda",2021-10-19,"Integrated Polytechnic Regional Centre","Kigali City","Lesotho","bat","Uganda",26,27,19.7,79,9.5,99,"2021-10-19T17:49",7,12,13,15,18,25,NA,NA,NA,NA,13,27,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,7,7,9,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1283036","Rwanda","Lesotho",2021-10-20,"Integrated Polytechnic Regional Centre","Kigali City","Rwanda","bat","Rwanda",102,80,18,88,22.5,100,"2021-10-20T17:49",21,44,59,77,88,NA,NA,NA,NA,NA,13,30,48,61,74,NA,NA,NA,NA,NA,0,0,3,3,7,NA,NA,NA,NA,NA,3,3,3,5,6,NA,NA,NA,NA,NA,TRUE
"1284491","Qatar","Maldives",2021-10-24,"West End Park International Cricket Stadium, Doha","Doha","Maldives","field","Qatar",154,56,27.6,62,0,0,"2021-10-24T16:58",12,31,47,59,81,98,103,120,132,154,13,16,19,30,34,37,43,49,54,NA,1,2,2,2,2,2,4,5,6,6,0,0,2,2,3,5,7,9,9,NA,TRUE
"1284497","Kuwait","Qatar",2021-10-29,"West End Park International Cricket Stadium, Doha","Doha","Kuwait","bat","Qatar",126,127,28.6,67,0,22,"2021-10-29T16:55",9,14,32,39,60,66,75,92,115,126,15,47,79,89,111,127,NA,NA,NA,NA,2,2,3,4,5,6,6,6,7,9,0,0,2,3,6,8,NA,NA,NA,NA,FALSE
"1286667","Belize","United States of America",2021-11-07,"Coolidge Cricket Ground, Antigua","Coolidge","United States of America","field","United States of America",64,68,21.3,27,0,39,"2021-11-07T17:29",7,16,24,26,31,37,44,54,57,64,21,51,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,4,5,5,5,5,8,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1286673","United States of America","Bermuda",2021-11-08,"Sir Vivian Richards Stadium, North Sound, Antigua","North Sound","United States of America","bat","United States of America",172,149,26.8,77,1.5,49,"2021-11-08T17:41",13,41,57,75,96,116,128,141,161,172,17,29,34,47,70,97,117,126,136,149,0,0,2,2,2,3,4,6,6,10,0,2,2,2,2,2,5,7,7,8,TRUE
"1286674","Canada","United States of America",2021-11-10,"Coolidge Cricket Ground, Antigua","Coolidge","Canada","bat",NA,142,142,18.4,38,0,17,"2021-11-10T17:27",14,31,33,41,58,70,88,109,128,142,12,24,39,43,46,62,78,96,115,142,0,0,1,2,2,2,2,2,3,5,2,2,2,4,5,5,5,6,6,8,NA
"1286677","Bermuda","Bahamas",2021-11-10,"Coolidge Cricket Ground, Antigua","Coolidge","Bahamas","field","Bermuda",239,99,18.4,38,0,17,"2021-11-10T17:27",20,40,61,85,131,143,174,200,222,239,8,12,22,32,35,46,69,74,88,99,0,0,0,0,0,1,1,1,3,6,1,2,3,4,4,5,6,6,6,8,TRUE
"1286681","Argentina","United States of America",2021-11-11,"Sir Vivian Richards Stadium, North Sound, Antigua","North Sound","Argentina","bat","United States of America",90,94,27.7,74,0,13,"2021-11-11T17:40",11,17,26,37,48,51,57,62,78,90,12,24,41,58,67,79,94,NA,NA,NA,1,4,4,4,4,5,5,5,5,7,1,1,1,2,2,2,2,NA,NA,NA,FALSE
"1286682","Bahamas","United States of America",2021-11-13,"Coolidge Cricket Ground, Antigua","Coolidge","Bahamas","bat","United States of America",90,91,21.3,19,0,2,"2021-11-13T17:25",2,5,12,21,31,39,45,64,72,90,18,23,43,61,82,90,NA,NA,NA,NA,0,0,0,1,1,1,2,2,5,7,0,0,0,0,0,0,NA,NA,NA,NA,FALSE
"1286684","Panama","Bahamas",2021-11-13,"Coolidge Cricket Ground, Antigua","Coolidge","Bahamas","field","Panama",139,113,21.3,19,0,2,"2021-11-13T17:25",14,15,30,42,49,69,85,98,117,139,17,39,53,67,74,82,95,105,113,NA,1,2,2,2,3,3,4,5,6,8,0,1,2,2,4,4,5,7,9,NA,TRUE
"1287773","Pakistan","West Indies",2021-12-13,"National Stadium, Karachi","Karachi","West Indies","field","Pakistan",200,137,19.8,54,0,3,"2021-12-13T17:44",8,30,44,57,75,103,127,144,168,200,15,33,46,57,60,79,88,111,134,NA,1,1,2,2,2,2,2,3,5,6,1,2,3,3,5,5,7,7,8,NA,TRUE
"1287774","Pakistan","West Indies",2021-12-14,"National Stadium, Karachi","Karachi","Pakistan","bat","Pakistan",172,163,19.4,40,0,4,"2021-12-14T17:44",9,38,50,59,73,94,109,123,141,172,16,35,50,64,71,89,102,127,142,163,0,1,2,2,2,3,4,5,7,8,0,2,2,2,2,3,3,5,8,10,TRUE
"1287775","West Indies","Pakistan",2021-12-16,"National Stadium, Karachi","Karachi","West Indies","bat","Pakistan",207,208,17,30,0,36,"2021-12-16T17:45",15,47,66,78,99,124,143,170,194,207,19,41,60,71,98,116,140,169,195,NA,0,0,1,1,2,2,2,2,3,3,0,0,0,0,0,0,0,1,2,NA,FALSE
"1289043","Kenya","Uganda",2021-11-17,"Integrated Polytechnic Regional Centre","Kigali City","Kenya","bat","Kenya",161,160,19.5,75,4.6,84,"2021-11-17T17:50",7,12,23,33,47,64,88,101,121,161,3,9,21,34,52,77,111,119,134,160,0,1,1,2,2,2,2,4,5,5,3,4,4,4,5,5,5,6,6,7,TRUE
"1289047","Nigeria","Kenya",2021-11-18,"Integrated Polytechnic Regional Centre","Kigali City","Nigeria","bat","Kenya",130,136,18.8,78,3.3,38,"2021-11-18T17:50",7,17,31,48,62,70,80,100,111,130,6,16,41,56,76,101,136,NA,NA,NA,2,2,2,2,3,3,4,5,6,6,1,2,2,2,2,2,2,NA,NA,NA,FALSE
"1289048","Tanzania","Kenya",2021-11-18,"Gahanga International Cricket Stadium. Rwanda","Kigali City","Tanzania","bat","Kenya",101,104,18.8,78,3.3,38,"2021-11-18T17:50",13,31,48,61,64,79,90,96,NA,NA,12,36,51,59,87,96,NA,NA,NA,NA,3,3,3,4,4,5,7,9,NA,NA,0,1,1,2,2,3,NA,NA,NA,NA,FALSE
"1289051","Kenya","Nigeria",2021-11-20,"Integrated Polytechnic Regional Centre","Kigali City","Nigeria","field","Kenya",168,108,20.3,67,0.1,43,"2021-11-20T17:51",23,46,56,77,84,95,104,114,132,168,26,33,47,56,71,82,94,107,NA,NA,0,1,3,3,4,4,5,5,6,6,0,2,2,5,5,6,7,9,NA,NA,TRUE
"1289052","Kenya","Uganda",2021-11-20,"Gahanga International Cricket Stadium. Rwanda","Kigali City","Kenya","bat","Uganda",123,118,20.3,67,0.1,43,"2021-11-20T17:51",16,23,29,33,42,50,65,86,101,123,8,22,33,39,51,61,73,98,118,NA,0,1,2,3,3,3,3,3,3,3,0,1,2,3,4,4,4,4,4,NA,FALSE
"1298136","United Arab Emirates","Netherlands",2022-10-16,"GMHBA Stadium, South Geelong, Victoria","Geelong","United Arab Emirates","bat","Netherlands",111,112,12,78,0.9,50,"2022-10-16T19:40",4,19,31,46,57,65,77,91,103,111,21,37,42,55,62,73,77,86,102,112,0,0,0,1,1,2,2,3,4,8,1,1,2,2,3,4,6,6,6,7,FALSE
"1298140","Sri Lanka","United Arab Emirates",2022-10-18,"GMHBA Stadium, South Geelong, Victoria","Geelong","United Arab Emirates","field","Sri Lanka",152,73,12.7,81,0,57,"2022-10-18T19:42",19,37,52,68,84,95,114,121,134,152,15,19,23,30,36,43,53,63,73,NA,0,0,1,1,1,2,2,6,6,8,0,2,4,4,6,7,8,9,10,NA,TRUE
"1298144","United Arab Emirates","Namibia",2022-10-20,"GMHBA Stadium, South Geelong, Victoria","Geelong","United Arab Emirates","bat","United Arab Emirates",148,141,14.4,86,0,22,"2022-10-20T19:44",11,24,30,39,58,73,89,104,115,148,10,19,34,46,53,67,76,103,129,141,0,0,0,0,1,1,1,2,3,3,1,2,3,5,5,5,7,7,7,8,TRUE
"1298150","Pakistan","India",2022-10-23,"Melbourne Cricket Ground","Melbourne","India","field","India",159,160,15.6,82,1.3,98,"2022-10-23T19:44",6,15,32,44,60,91,98,116,135,159,7,17,31,38,45,74,90,106,129,160,1,2,2,2,2,2,5,6,7,8,1,2,3,4,4,4,4,4,4,6,FALSE
"1298158","Zimbabwe","Pakistan",2022-10-27,"Perth Stadium","Perth","Zimbabwe","bat","Zimbabwe",130,129,15.4,68,0,34,"2022-10-27T18:37",23,38,47,53,67,76,95,104,115,130,3,20,28,41,54,71,88,99,109,129,0,0,2,2,3,3,5,7,7,8,0,1,2,3,3,3,5,6,6,8,TRUE
"1298163","Netherlands","Pakistan",2022-10-30,"Perth Stadium","Perth","Netherlands","bat","Pakistan",91,95,12.6,67,3.3,45,"2022-10-30T18:39",3,12,19,26,34,49,59,71,79,91,16,31,41,62,73,83,95,NA,NA,NA,0,1,1,2,3,3,3,5,6,9,1,1,1,2,2,2,4,NA,NA,NA,FALSE
"1298170","Pakistan","South Africa",2022-11-03,"Sydney Cricket Ground","Sydney","Pakistan","bat","Pakistan",185,108,14.7,58,0.2,31,"2022-11-03T19:24",21,31,42,50,68,82,105,135,159,185,15,36,48,67,83,99,108,NA,NA,NA,1,1,3,4,4,4,5,5,5,9,1,2,2,4,4,6,9,NA,NA,NA,TRUE
"1298175","Bangladesh","Pakistan",2022-11-06,"Adelaide Oval","Adelaide","Bangladesh","bat","Pakistan",127,128,20,54,0,58,"2022-11-06T19:49",13,34,40,56,70,78,92,106,109,127,11,26,35,42,56,69,89,110,126,NA,0,1,1,1,1,3,4,4,6,8,0,0,0,0,0,2,2,3,5,NA,FALSE
"1298177","New Zealand","Pakistan",2022-11-09,"Sydney Cricket Ground","Sydney","New Zealand","bat","Pakistan",152,153,17.5,70,0.2,18,"2022-11-09T19:30",14,23,38,49,59,81,99,116,133,152,9,32,55,68,87,102,113,127,145,153,1,1,2,3,3,3,3,3,4,4,0,0,0,0,0,0,1,1,2,3,FALSE
"1298179","Pakistan","England",2022-11-13,"Melbourne Cricket Ground","Melbourne","England","field","England",137,138,18.7,84,31.9,92,"2022-11-13T20:07",12,28,39,50,68,84,98,119,127,137,21,32,49,61,77,82,89,110,131,NA,0,0,1,2,2,3,4,4,6,8,1,2,3,3,3,3,4,4,4,NA,FALSE
"1299568","United Arab Emirates","Ireland",2022-02-18,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)","Al Amarat","United Arab Emirates","bat","United Arab Emirates",157,139,24.6,12,0,0,"2022-02-18T17:54",7,20,34,43,58,72,89,100,124,157,14,32,50,54,66,81,95,111,132,139,1,1,2,2,2,3,3,4,4,5,0,0,0,2,3,4,5,6,8,9,TRUE
"1299572","United Arab Emirates","Germany",2022-02-19,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)","Al Amarat","United Arab Emirates","bat","United Arab Emirates",191,167,22.2,18,0,0,"2022-02-19T17:54",3,37,57,73,89,102,121,145,166,191,9,32,44,64,86,98,114,125,152,167,0,0,0,0,2,2,2,2,2,5,0,0,1,1,2,2,3,5,7,9,TRUE
"1299574","Germany","Ireland",2022-02-21,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)","Al Amarat","Ireland","field","Ireland",107,111,21.9,20,0,11,"2022-02-21T17:55",7,16,22,28,38,54,65,72,87,107,12,34,54,68,84,99,111,NA,NA,NA,0,1,2,2,3,3,4,6,7,7,0,0,0,1,2,3,3,NA,NA,NA,FALSE
"1299575","Bahrain","United Arab Emirates",2022-02-21,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2)","Al Amarat","Bahrain","bat","Bahrain",172,170,21.9,20,0,11,"2022-02-21T17:55",3,23,39,52,66,78,94,112,138,172,5,24,35,46,65,84,103,119,140,170,1,1,1,2,2,2,3,4,4,5,1,1,1,2,2,2,2,2,4,6,TRUE
"1299578","Germany","Canada",2022-02-22,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)","Al Amarat","Canada","field","Canada",131,132,23.9,21,0,21,"2022-02-22T17:55",10,21,31,50,64,79,90,103,111,131,7,20,40,49,62,77,87,104,120,132,0,1,1,1,1,2,4,5,6,6,1,1,1,1,1,1,2,2,3,4,FALSE
"1299580","United Arab Emirates","Nepal",2022-02-22,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)","Al Amarat","United Arab Emirates","bat","United Arab Emirates",175,107,23.9,21,0,21,"2022-02-22T17:55",6,32,58,73,84,106,121,136,154,175,7,25,45,57,66,76,88,96,106,NA,1,1,1,2,2,2,2,2,6,7,2,3,3,4,4,4,6,8,9,NA,TRUE
"1299583","Philippines","Germany",2022-02-24,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2)","Al Amarat","Germany","field","Germany",109,115,26,13,0,39,"2022-02-24T17:56",11,32,50,56,63,68,72,79,97,109,14,24,39,52,74,102,NA,NA,NA,NA,0,0,0,1,3,4,6,6,6,8,1,1,1,1,1,1,NA,NA,NA,NA,FALSE
"1299585","Ireland","United Arab Emirates",2022-02-24,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)","Al Amarat","Ireland","bat","United Arab Emirates",159,160,26,13,0,39,"2022-02-24T17:56",17,21,36,51,67,81,95,122,135,159,7,12,21,40,59,86,114,132,153,NA,1,3,3,3,5,6,6,6,8,10,0,2,2,2,2,2,2,2,3,NA,FALSE
"1299592","United Arab Emirates","Ireland",2022-02-13,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)","Al Amarat","Ireland","field","United Arab Emirates",178,165,24.6,22,0,6,"2022-02-13T17:52",16,35,50,59,74,85,107,129,147,178,12,34,67,81,92,107,120,139,150,165,0,2,2,2,2,2,2,4,5,5,1,1,2,2,3,4,4,4,6,7,TRUE
"1299595","United Arab Emirates","Oman",2022-02-14,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)","Al Amarat","Oman","field","Oman",164,165,25,23,0,12,"2022-02-14T17:52",12,24,40,60,84,110,116,130,144,164,10,29,48,65,85,107,120,140,152,165,0,0,1,1,1,1,3,5,5,8,0,0,1,1,1,1,2,2,3,3,FALSE
"1299638","United Arab Emirates","Nepal",2022-02-12,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)","Al Amarat","Nepal","field","United Arab Emirates",192,167,23.5,22,0,0,"2022-02-12T17:52",11,40,60,75,83,98,122,148,162,192,22,38,53,70,84,96,110,129,147,167,0,1,1,1,1,1,2,2,3,3,0,0,1,1,2,2,3,3,4,5,TRUE
"1305502","Malaysia","Papua New Guinea",2022-04-01,"Tribhuvan University International Cricket Ground, Kirtipur","Kirtipur","Papua New Guinea","field","Papua New Guinea",196,199,28.7,81,0,9,"2022-04-01T18:04",18,31,49,66,80,100,127,145,175,196,12,23,49,61,82,106,135,158,199,NA,0,0,1,2,2,2,2,2,2,6,1,1,1,1,2,2,2,2,2,NA,FALSE
"1305503","Nepal","Malaysia",2022-04-02,"Tribhuvan University International Cricket Ground, Kirtipur","Kirtipur","Malaysia","field","Nepal",223,138,28.6,79,0,13,"2022-04-02T18:04",22,41,60,82,101,117,140,164,190,223,28,42,55,70,84,99,108,115,135,138,0,2,2,2,2,2,3,3,4,5,1,1,2,2,3,4,5,8,8,10,TRUE
"1310162","Spain","Norway",2022-04-30,"Desert Springs Cricket Ground, Almeria","Almeria","Spain","bat","Spain",129,78,18.4,55,0,53,"2022-04-30T19:55",5,13,21,41,51,67,82,96,113,129,3,8,23,28,33,43,50,57,71,78,1,1,2,2,2,2,2,3,5,5,1,1,2,3,3,4,6,8,8,9,TRUE
"1310164","Guernsey","Spain",2022-04-30,"Desert Springs Cricket Ground, Almeria","Almeria","Guernsey","bat","Spain",78,80,18.4,55,0,53,"2022-04-30T19:55",11,21,28,32,40,48,57,61,78,NA,13,25,36,54,66,75,NA,NA,NA,NA,0,0,2,3,3,3,5,9,10,NA,0,1,1,1,2,2,NA,NA,NA,NA,FALSE
"1310165","Spain","Guernsey",2022-05-01,"Desert Springs Cricket Ground, Almeria","Almeria","Spain","bat","Guernsey",107,111,21.4,51,0,35,"2022-05-01T19:56",4,5,13,21,35,51,66,78,94,107,18,32,41,51,59,66,78,93,111,NA,0,0,1,1,1,2,2,5,6,10,0,1,1,1,1,2,2,2,2,NA,FALSE
"1310173","Romania","Malta",2022-05-11,"Marsa Sports Club","Marsa","Malta","field","Malta",165,166,17.8,81,0,16,"2022-05-11T18:56",22,33,55,67,72,89,103,125,141,165,17,31,44,54,65,87,120,128,150,166,0,1,1,1,2,2,2,3,4,4,0,0,0,1,2,2,3,4,4,5,FALSE
"1310178","Romania","Hungary",2022-05-12,"Marsa Sports Club","Marsa","Romania","bat","Hungary",158,162,19,75,0,0,"2022-05-12T18:57",20,44,56,76,87,98,104,116,139,158,15,29,50,58,71,103,127,144,162,NA,0,0,1,2,4,4,5,5,5,7,0,1,1,1,2,2,2,4,4,NA,FALSE
"1310183","Gibraltar","Romania",2022-05-14,"Marsa Sports Club","Marsa","Gibraltar","bat","Romania",141,142,20.2,62,0,0,"2022-05-14T18:59",9,19,34,45,50,64,87,118,127,141,16,48,92,112,126,142,NA,NA,NA,NA,0,1,1,1,2,2,3,6,7,10,0,0,0,1,2,2,NA,NA,NA,NA,FALSE
"1310187","Romania","Malta",2022-05-15,"Marsa Sports Club","Marsa","Romania","bat","Romania",171,162,20.4,66,0,1,"2022-05-15T19:00",21,36,58,70,78,91,106,126,152,171,15,35,43,62,74,92,105,121,141,162,1,2,2,3,3,3,4,4,4,6,0,0,1,1,4,4,5,7,7,7,TRUE
"1318357","Germany","Austria",2022-06-09,"Bayer Uerdingen Cricket Ground","Krefeld","Austria","field","Germany",135,81,15.7,79,7.7,58,"2022-06-09T20:47",4,15,21,35,49,61,85,99,124,NA,20,34,42,49,61,66,80,81,NA,NA,1,2,2,2,2,3,3,5,7,NA,0,1,5,5,5,6,8,10,NA,NA,TRUE
"1318358","Sweden","Germany",2022-06-09,"Bayer Uerdingen Cricket Ground","Krefeld","Germany","field","Germany",93,95,15.7,79,7.7,58,"2022-06-09T20:47",1,9,17,26,34,46,59,72,81,93,10,22,38,48,56,68,71,88,95,NA,1,1,2,2,3,3,4,5,8,10,1,1,1,1,2,2,4,5,6,NA,FALSE
"1318360","Austria","Sweden",2022-06-10,"Bayer Uerdingen Cricket Ground","Krefeld","Sweden","field","Austria",124,121,16.8,77,0.2,60,"2022-06-10T20:48",10,23,40,57,66,77,87,95,107,124,7,27,44,50,63,76,85,97,117,121,1,1,1,1,1,2,3,5,8,9,0,0,1,2,2,3,5,6,6,10,TRUE
"1318361","Austria","Sweden",2022-06-11,"Bayer Uerdingen Cricket Ground","Krefeld","Sweden","field","Austria",133,132,18.5,75,1.5,49,"2022-06-11T20:48",18,30,37,50,71,83,86,96,117,133,8,21,34,51,65,72,84,102,114,132,1,1,2,2,2,2,3,5,5,7,0,2,2,2,2,5,5,5,6,6,TRUE
"1318362","Germany","Sweden",2022-06-11,"Bayer Uerdingen Cricket Ground","Krefeld","Germany","bat","Germany",151,122,18.5,75,1.5,49,"2022-06-11T20:48",16,28,44,59,76,86,104,123,133,151,13,31,48,57,67,82,92,106,114,122,0,0,1,1,1,2,3,3,5,8,0,0,1,1,3,4,4,4,6,8,TRUE
"1320973","Portugal","Malta",2022-06-29,"Meersen, Gent","Ghent","Portugal","bat","Portugal",154,143,19.2,70,0,59,"2022-06-29T21:03",19,30,45,67,76,97,108,122,140,154,7,25,33,42,60,74,87,112,128,143,0,2,3,3,4,4,5,6,7,8,1,2,4,5,5,5,5,5,6,8,TRUE
"1320977","Portugal","Spain",2022-07-01,"Meersen, Gent","Ghent","Portugal","bat","Spain",77,78,15.7,73,0.5,29,"2022-07-01T21:03",13,25,35,38,43,53,61,71,77,NA,19,36,44,59,NA,NA,NA,NA,NA,NA,0,1,3,5,5,6,7,8,10,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,FALSE
"1320982","Belgium","Portugal",2022-07-02,"Royal Brussels Cricket Club Ground, Waterloo","Waterloo","Belgium","bat","Portugal",113,114,22.5,68,0,50,"2022-07-02T19:50",12,29,39,52,72,82,84,93,106,NA,9,37,52,68,79,85,95,110,NA,NA,0,0,1,1,2,3,6,7,9,NA,0,0,0,0,0,1,2,2,NA,NA,FALSE
"1320984","Denmark","Spain",2022-07-02,"Royal Brussels Cricket Club Ground, Waterloo","Waterloo","Spain","field","Denmark",154,113,22.5,68,0,50,"2022-07-02T19:50",12,29,44,64,81,92,107,122,137,154,8,23,39,51,56,74,98,113,NA,NA,0,0,0,1,2,2,4,4,4,7,1,2,2,2,5,7,8,9,NA,NA,TRUE
"1320986","Spain","Belgium",2022-07-04,"Royal Brussels Cricket Club Ground, Waterloo","Waterloo","Spain","bat","Belgium",145,149,25.1,79,43.6,62,"2022-07-04T19:50",23,34,57,71,79,95,111,118,135,145,8,15,28,37,53,68,98,115,133,149,0,1,4,4,6,6,7,7,8,9,0,1,1,2,2,3,3,4,5,5,FALSE
"1320988","Portugal","Denmark",2022-07-04,"Royal Brussels Cricket Club Ground, Waterloo","Waterloo","Portugal","bat","Denmark",110,111,25.1,79,43.6,62,"2022-07-04T19:50",16,33,41,46,51,61,63,74,82,110,11,33,44,62,76,94,111,NA,NA,NA,0,0,1,4,4,5,6,6,7,9,1,1,1,1,1,1,1,NA,NA,NA,FALSE
"1321259","Finland","Sweden",2022-07-12,"Tikkurila Cricket Ground","Vantaa","Sweden","field","Finland",115,103,20.5,75,2.9,88,"2022-07-12T21:35",7,21,24,34,45,57,61,85,109,115,9,14,27,34,42,51,60,69,89,103,0,2,2,3,4,5,5,5,7,10,1,2,2,2,2,3,4,5,5,7,TRUE
"1321261","Cyprus","Romania",2022-07-13,"Tikkurila Cricket Ground","Vantaa","Romania","field","Cyprus",154,134,19.2,86,7.4,92,"2022-07-13T21:33",11,25,42,56,68,82,99,112,143,154,21,28,34,54,71,86,92,109,121,134,0,0,1,1,2,2,2,4,4,8,0,2,3,4,4,4,5,6,8,9,TRUE
"1321262","Croatia","Sweden",2022-07-13,"Kerava National Cricket Ground","Kerava","Sweden","field","Sweden",69,70,19,87,14.1,95,"2022-07-13T21:34",2,7,18,25,32,40,48,60,61,69,7,20,43,64,70,NA,NA,NA,NA,NA,0,0,0,0,1,2,5,7,9,10,0,0,1,2,2,NA,NA,NA,NA,NA,FALSE
"1321265","Italy","Sweden",2022-07-15,"Tikkurila Cricket Ground","Vantaa","Sweden","field","Italy",169,78,14.5,76,3.6,73,"2022-07-15T21:30",11,19,40,61,83,90,117,135,154,169,3,29,40,45,51,65,68,78,NA,NA,0,1,1,1,3,4,4,4,6,7,0,2,5,6,7,8,9,10,NA,NA,TRUE
"1321268","Romania","Isle of Man",2022-07-15,"Kerava National Cricket Ground","Kerava","Isle of Man","field","Isle of Man",120,121,14.2,78,6.1,73,"2022-07-15T21:31",14,25,38,51,73,81,88,99,116,120,22,34,61,89,101,114,NA,NA,NA,NA,0,0,2,2,3,5,5,6,8,10,0,0,0,0,0,2,NA,NA,NA,NA,FALSE
"1321273","Sweden","Greece",2022-07-18,"Tikkurila Cricket Ground","Vantaa","Greece","field","Sweden",150,43,14.8,70,0,95,"2022-07-18T21:24",8,17,42,51,66,82,91,105,125,150,7,21,31,34,39,43,NA,NA,NA,NA,0,0,0,1,1,1,3,4,4,6,2,3,4,4,7,10,NA,NA,NA,NA,TRUE
"1321279","Romania","Sweden",2022-07-19,"Tikkurila Cricket Ground","Vantaa","Romania","bat","Sweden",104,106,17,74,1,54,"2022-07-19T21:22",13,26,30,38,43,52,62,79,98,104,11,31,41,53,67,84,97,NA,NA,NA,1,1,2,2,4,4,4,5,6,10,1,1,2,2,2,2,2,NA,NA,NA,FALSE
"1321282","Estonia","Norway",2022-07-24,"Kerava National Cricket Ground","Kerava","Estonia","bat","Norway",101,102,17.2,85,3.3,85,"2022-07-24T21:12",14,35,45,59,71,83,89,92,100,NA,15,38,62,77,102,NA,NA,NA,NA,NA,0,1,2,2,3,3,5,8,9,NA,0,0,0,0,0,NA,NA,NA,NA,NA,FALSE
"1321292","France","Norway",2022-07-27,"Kerava National Cricket Ground","Kerava","France","bat","France",158,147,16.9,79,1.3,71,"2022-07-27T21:05",16,38,44,56,78,93,111,131,148,158,14,20,44,62,78,88,97,122,141,147,0,0,2,2,2,3,3,3,5,8,0,2,2,2,3,4,5,5,7,10,TRUE
"1321293","Norway","Switzerland",2022-07-28,"Tikkurila Cricket Ground","Vantaa","Norway","bat","Norway",174,25,15.4,76,0.2,69,"2022-07-28T21:02",16,36,48,55,64,71,87,115,144,174,16,23,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,5,6,6,6,7,7,0,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1321296","Slovenia","Guernsey",2022-07-28,"Kerava National Cricket Ground","Kerava","Guernsey","field","Guernsey",55,60,15,79,0.1,66,"2022-07-28T21:03",14,20,32,37,41,46,54,NA,NA,NA,21,46,60,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,5,7,9,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,FALSE
"1321304","Norway","Austria",2022-07-31,"Kerava National Cricket Ground","Kerava","Norway","bat","Austria",77,77,16.2,81,1.5,25,"2022-07-31T20:56",5,31,41,49,58,75,NA,NA,NA,NA,24,46,63,76,NA,NA,NA,NA,NA,NA,1,2,3,5,7,8,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,FALSE
"1321311","Malaysia","Singapore",2022-06-28,"Indian Association Ground, Singapore","Singapore","Singapore","field","Singapore",137,138,27.1,86,7,87,"2022-06-28T19:13",1,16,37,42,63,74,87,96,118,137,12,27,42,49,63,77,87,95,104,138,1,1,1,3,3,5,5,6,6,7,1,2,2,3,4,4,4,6,6,6,FALSE
"1321312","Malaysia","Singapore",2022-06-29,"Indian Association Ground, Singapore","Singapore","Malaysia","bat","Malaysia",177,154,28.1,81,0.7,64,"2022-06-29T19:13",12,30,53,71,93,102,115,127,146,177,16,27,36,46,67,77,100,116,144,154,1,2,2,2,2,2,3,5,5,5,0,1,2,2,3,3,4,4,4,6,TRUE
